timestamp,simple-path,time
2021-06-03 20:41:28.153,/master/welcome,11589
2021-06-03 20:41:29.293,/master/welcome,1037
2021-06-03 20:41:34.001,/master/sign-in,4495
2021-06-03 20:41:36.411,/master/welcome,1389
2021-06-03 20:41:40.83,/master/welcome,650
2021-06-03 20:41:42.265,/master/welcome,1267
2021-06-03 20:41:43.558,/master/welcome,1044
2021-06-03 20:41:44.506,/master/welcome,835
2021-06-03 20:41:45.91,/master/sign-in,1244
2021-06-03 20:41:47.935,/master/welcome,1182
2021-06-03 20:41:50.557,/authenticated/task/list,2309
